Name	Set	ImageFile	Id Number	Type	Pull Cost	Attack Power	Defense Power	Pull Generated	Rarity	Traits	Rules
Friends in Flowers Barrio (095)	standard	95	95	Resource 	0	-	-	1*	C2	Aries	Non-influence Pull only.  +1 to call Aries cards.
Friends in Four Points Barrio (096)	standard	96	96	Resource 	0	-	-	1*	C3	Dogface	Non-influence Pull only.  +1 to call Dog-Face cards.
Friends in Golden Barrio (097)	standard	97	97	Resource 	0	-	-	1*	C3	Entrepreneur	Non-influence Pull only.  +1 to call Entrepreneur cards.
Friends in Great Men Barrio (098)	standard	98	98	Resource 	0	-	-	1*	C3	Glorious Lord	Non-influence Pull only.  +1 to call Glorious Lord cards.
Friends in Sunken Barrio (099)	standard	99	99	Resource 	0	-	-	1*	C2	Burger	Non-influence Pull only.  +1 to call Burger cards.
Frogbreath (100)	standard	100	100	Character 	1	2	3	-	C1	"Human, Glorious Lord"	(none)
Fury (101)	standard	101	101	Whammy 	-	-	-	-	U1		"Target active Character must attack immediately.  This attack may be in addition to any attack normally allowed against one player's team.  If there are no legal defenders available, target is cranked."
Gang A-Gley (102)	standard	102	102	Whammy 	-	-	-	-	U1	Fortune	Cancel any Whammy as it is played.  Play any time.
Genetic Prejudice (103)	standard	103	103	Environmental 	3	-	*	-	R1	Mutant	All Mutant Characters suffer -1 penalty on DP.
Frank Germaine (104)	standard	104	104	Character 	1	1	3	1*	C1	"Human, Aries, Entrepreneur"	+1 Pull to call Aries cards.
Good Luck (105)	standard	105	105	Whammy 	-	1	1	-	C1	Fortune	Character is +1 Power until end of turn.  Play any time.
Gremlins (106)	standard	106	106	Condition 	3@	-	-	-	R2	Astral	"If the target is an Android or a Cyborg, it is popped.  Otherwise, all Fringe Gear on that Character are popped..  No new Fringe Gear may be played on that character."
Deborah Grierson (107)	standard	107	107	Character 	2	1	5	1	R1	"Human, Terminal, Government"	(none)
Erik Gudne (108)	standard	108	108	Character 	1	3	3	-	R1	"Human, Aries, Trident, Cloak"	May bypass any Aries or Trident.
Anwar Hallajin (109)	standard	109	109	Character 	3	5	6	-	R1	"Human, Constance"	Martyr for Constance D'Aubainne.
Umar Halleen (110)	standard	110	110	Character 	3	2	5	-	R1	"Human, Gladstein, Fringe, Cyborg"	"Crank any time to draw any attack on a Gladstein to Halleen.  The attacker attacks Halleen instead, even if this is not normally possible."
Twilight Hammer (111)	standard	111	111	Character 	2	5	4	-	C1	"Human, Hermetic"	(none)
Barber Hammock (112)	standard	112	112	Character 	2	1	2	-	C1	"Mutant, Psychic"	Crank any time to add +6 to own DP until end of turn.  Immune: Psychic.
Leif Hardarson (113)	standard	113	113	Character 	0	2	2	-	C1	"Human, Aries"	(none)
Hank Henderson (114)	standard	114	114	Character 	2	1	4	1	R2	"Human, Burger, Entrepreneur"	(none)
Saxolf Hermann (115)	standard	115	115	Character 	1	3	4	*	U1	"Human, Aries, Sommerite"	1 Pull to call Aries cards.
Hidden Gear (116)	standard	116	116	Whammy 	-	-	-	-	U1		"You may call one Gear out of turn, such as immediately after a Character is attacked and before combat is resolved.  Play any time.  You may crank any cards you need to in order to generate Pull Points to call the Gear.  Excess Pull is lost."
Kunigunde Himmelsbach (117)	standard	117	117	Character 	0	1	1	-	C1	"Human, Burger, Psychic"	All Fortune Whammies have double the normal effect on Himmelsbach.
Hostage (118)	standard	118	118	Condition 	*	-	-	-	U1	Criminal	"Cost equals target opponent's Character's DP [Corrected by Errata].  Target Character is removed from Conspiracy.  If any of your characters are popped by an attack by this opponent's Characters, Hostaged character is popped.  If freed, Character is placed in the conspiracy active.  Hostaged character is considered ""in play"" only in terms of uniqueness."
Hostility Channeler (119)	standard	119	119	Gear 	1@	2	0	0	C1	Psychic	+2 AP.
Hostility Detector (120)	standard	120	120	Gear 	1@	0	1	-	C1	Psychic	Immune: Surprise.
Human Ch'i Gun (121)	standard	121	121	Gear 	4@	+4*	+4*	-	R2	"Fringe, Weapon"	Power +4 bonus vs. non-Human Characters.  Bonuses of multiple weapons cannot be applied to the same character.
Hypno-Disc (122)	standard	122	122	Gear 	1@	+1*	+1*	-	C1	"Gladstein, Fringe"	Bonus vs. Humans only.
Isa Ifaq (123)	standard	123	123	Character 	1	3	3	-	C1	"Human, Quisling, Cloak"	(none)
Immunity (124)	standard	124	124	Whammy 	-	-	-	-	U1		"Pop all Fringe, Psychic, and Astral Conditions affecting target Character."
Inspiration (125)	standard	125	125	Condition 	1	-	-	1	U1	Artist	Play on Artist only.  +1 Pull.  NOTE: Some cards incorrectly printed as +4.
Intelligence Contacts (126)	standard	126	126	Resource 	0	-	-	*	U2	Cloak	2 Pull to call Cloak cards.  Crank any time to cancel effects of one Cloak Whammy.
International Influence (127)	standard	127	127	Condition 	2@	-	-	1	R1	"Pharaoh, Quisling"	Play on a human only.  +1 Pull.
Mamduh Jalla (128)	standard	128	128	Character 	1	2	2	-	R1	"Human, Giovanni's Cabbie"	"+2 vs. Androids, Glugs, Kergillians, and Pharaohs."
Karmic Assassin (129)	standard	129	129	Condition 	1	+5*	+5*	-	R1	"Astral, Burger"	Play on any Burger and immediately specify one other Unique Character by name.  This Burger gets +5 Power vs. the named enemy.+
Johnny Kazoo (130)	standard	130	130	Character 	0	2	1	-	U1	"Human, Giovanni's Cabbie, Sommerite"	"Crank to cancel any Total Taxi card.  Immune: Total Taxi (i.e., he can't be rescued.)"
Kergillian Implant (131)	standard	131	131	Condition 	2@	2	2	-	R1	Kergillian	"+2 Power.  Play on Human, Mutant, or Animal.  Character gets +1 Pull to call Kergillian Cards and is Immune: Surprise.  Character's first trait is replaced with ""Kergillian""."
Kidnap (132)	standard	132	132	Condition 	1	-	-	-	U1	Criminal	"Play any time on Character being attacked.  Combattants are not affected by the combat, but defender is taken out of the Conspiracy.  Character is returned to conspiracy (active) when its player (with consent of teammates) voluntarily loses 3 influence, adding 3 to the score of the attacking player [Corrected by Errata].  (Influence can't go negative.)  Kidnapped character is considered ""in play"" only in terms of uniqueness."
Hans Knudson (133)	standard	133	133	Character 	3	3	5	1	C2	"Human, Aries"	+1 Pull to call Aries cards.  Crank any time to add +1 to any Aries's AP.
Joey Ko (134)	standard	134	134	Character 	1	2	3	-	U2	"Human, Dogface"	Crank to Control any patrol Baboon.  Patrol baboons ahead of him in his file don't count against the limit of one per player.
Rigor Kwasek (135)	standard	135	135	Character 	0	1	1	*	U1	"Human, Academic, Artist"	1 Pull to call Artists.
Latent Hero (136)	standard	136	136	Condition 	2	3	3	-	R2	Burger	Play on a Burger only.  +3 Power.
Latent Psychic Attack (137)	standard	137	137	Condition 	1	-	-	-	R1	"Mutant, Psychic"	"Play on a mutant only.  Character gains trait ""Psychic"".  Crank Character any time to reduce one Character's Power by 1."
Latent Strength (138)	standard	138	138	Condition 	1	2	2	-	R2	Mutant	+2 Power.  Play on Mutant only.
George Lazarus (139)	standard	139	139	Character 	2	2	2	-	R1	Mutant	"When popped, Lazarus is Saved and Flipped."
Lee G'won Foo (140)	standard	140	140	Character 	1	4	3	-	U1	"Human, Burger"	Surprise.
Ley Line Nexus (141)	standard	141	141	Resource 	0	-	1	*	R1	Hermetic	4 Pull to call Hermetic Cards.  Unique.
Loot (142)	standard	142	142	Whammy 	-	-	-	-	C1		Transfer one Gear from popped combatant to not-popped combatant.  Play any time immediately after combat.
Lope (143)	standard	143	143	Character 	2	3	3	-	U1	"Human, Glorious Lord, Psychic"	"When fighting Lope, other combatants suffer -1 Power."
Loyalty Conditioning (144)	standard	144	144	Condition 	1@	-	-	-	U1	"Gladstein, Fringe"	Target Human or Mutant is Immune: Control.
Abel Ludo (145)	standard	145	145	Character 	2	3*	2*	-	U1	Glug	"+1 Power if at least one other Glug is in play in the same Conspiracy.  Immune: Astral, Control, Psychic."
Giovanni Mancini (146)	standard	146	146	Character 	1	1	2	1*	C2	"Human, Giovanni's Cabbie, Entrepreneur"	Crank to Control any Giovanni's Cabbie.  +1 Pull to Call Giovanni's Cabbies.
Mantra (147)	standard	147	147	Character 	2	2	4	-	C1	"Human, Compton, Astral"	Crank any time to reduce one character's DP by 1 until end of turn.
Arwa Marabu (148)	standard	148	148	Character 	1	2	3	-	C1	"Human, Trident, Sommerite"	Immune: Blackmail.
Ricardo Martinez (149)	standard	149	149	Character 	3	2	2	-	R1	"Human, Hermetic, Astral"	Crank to uncrank any character.
Fabrissa Melors (150)	standard	150	150	Character 	2	5	4	-	U2	"Kergillian, Cloak"	Surprise.  Immune: Surprise.
Military Contacts (151)	standard	151	151	Resource 	0	-	-	1*	U2		Non-influence Pull only.  +1 to call Weapon or Armor cards.
Mind Control Messages (152)	standard	152	152	Condition 	5@	-	-	-	R1	"Gladstein, Fringe"	Put target Human or Mutant Character in your Conspiracy.  Character is cranked.  Use as if it were your Character.  Character returns (cranked) to original conspiracy if Condition is removed.
Mole (153)	standard	153	153	Whammy 	-	-	-	-	U2	Cloak	Target Character is not blocked by active Characters when attacking a Character with which it shares at least one trait.  Play any time.
"Molly, Queen Mother of Baboons (154)"	standard	154	154	Character 	3	3	4	1	R2	"Human, Dogface"	Crank to Control any Dog-Face.  Any Patrol Baboon may martyr for her.  Patrol Baboons ahead of her in her file don't count against the limit of one per player.
Money Talks (155)	standard	155	155	Environmental 	3	-	-	*	R1	Entrepreneur	All Entrepreneurs gain +1 Pull.  NOTE: Values corrected by errata.
Dr. Paulo Montserrat (156)	standard	156	156	Character 	3	1	2	2*	U1	"Human, Trident, Academic"	+1 Pull to call Trident cards.
Akio Morimoto (157)	standard	157	157	Character 	2	4	4	-	C1	"Human, Gladstein"	(none)
Multi-Dimension (158)	standard	158	158	Condition 	2@	-	-	-	U1	Terminal	Character may attack any Character in play regardless of position in the conspiracies.
Adbdullah Mustafa (159)	standard	159	159	Character 	4	6	6	-	R1	"Human, Astral"	Crank to Flip any Character he can attack.  Crank to call or pop a Psychovore.
Mutant Ambush (160)	standard	160	160	Whammy 	-	-	-	-	U2	Mutant	One Mutant may Gang Up with another Mutant.  Play any time.
Mutant Sympathies (161)	standard	161	161	Resource 	0	-	-	1*	U2	Mutant	Non-Influence Pull only.  +1 to call Mutant cards.
Mutation (162)	standard	162	162	Condition 	2	-	-	-	U2	Fringe	"Pops any Mutant.  Target Human loses ""Human"" trait and gains trait ""Mutant"".  No effect on other Characters."
Kamorro N'Duban (163)	standard	163	163	Character 	3	3	4	1*	R1	Kergillian	+1 Pull to call Kergillian Gear or Condition.  Immune: Surprise.
Nachtmeister (164)	standard	164	164	Character 	2	0	3	1	R1	"Human, Glorious Lord"	(none)
Nano-Tech Medical Machines (165)	standard	165	165	Condition 	5@	-	-	-	R1	Fringe	Saves target Human whenever it is popped.
Negative Energy (166)	standard	166	166	Condition 	2@	-	-	-	C1	Astral	"Character may give -5 Penalty to enemy combatant, but Negative Energy is then discarded and the character is flipped after combat (if not popped).  If a Character uses two or more Negative Energies at once, it is popped after combat."
Neuro-Star (167)	standard	167	167	Gear 	2@	+6*	+6*	-	R1	"Gladstein, Weapon"	+6 Power.  Bonus vs. Kergillians only.  Bonuses of multiple Weapons cannot be applied to the same character.
New Blood (168)	standard	168	168	Environmental 	4	-	-	-	R1	Burger	Every player gets 1 Influence for each Burger he or she has in play during his or her Influence phase.
Number Three (169)	standard	169	169	Character 	2	3	6	-	R1	"Human, Compton"	"Crank any time to draw any attack on Sir Arthur Compton to him.  The attacker attacks Number Three instead, even if this is not normally possible."
Dr. Furchtegott Nusbaum (170)	standard	170	170	Character 	5	1	6	2*	U2	"Human, D'Aubainne, Fringe"	"Crank to call SACQ.  Crank any time to Save one Human, Mutant, or Glug (except self).  +1 Pull to call D'Aubainne."
Marla Oceana (171)	standard	171	171	Character 	3	1	3	1*	U2	"Human, Gladstein, Fringe, Cloak"	+2 Pull to call Gladstein cards.
Oppenheimer Contacts (172)	standard	172	172	Resource 	0	-	-	1*	C3	Fringe	Non-influence Pull only.  +1 to call Fringe cards.
Martin Oumage (173)	standard	173	173	Character 	2	0	4	*	U1	"Human, Gladstein, Fringe"	2 Pull to call Fringe cards or Gladstein gear.
Patrol Baboon (174)	standard	174	174	Character 	2	5	3	-	C2	"Animal, Dogface"	"Not Unique.  Each player may have one Patrol Baboon in play.  If you have more than one in play, all but one must be discarded (and not saved) immediately.  Immune: Blackmail.  Cannot use Gear."
Arthur Pendrick (175)	standard	175	175	Character 	1	2	3	-	C1	"Human, Burger, Astral"	Crank to negate any Astral effect used on him or to pop an Astral Condition on him.
Pistol-Grip Chainsaw (176)	standard	176	176	Gear 	3	2	2	-	C1	Weapon	Power +2.  Bonuses of multiple weapons cannot be applied to the same Character.
Polymer Clothing (177)	standard	177	177	Gear 	1	1	1	-	C2	"Fringe, Armour, Cloak"	Bonuses of multiple armors cannot be applied to the same character.  +1 Power.
Portable Sub-Sonics (178)	standard	178	178	Gear 	2@	1	1	-	R1	Gladstein	Power +1.
Portia (179)	standard	179	179	Character 	2	1	1	-	R1	Agara	Crank to crank one Human or Mutant.
Possession (180)	standard	180	180	Condition 	*@	-	-	-	U1	Astral	"Target Character is moved to your conspiracy and cranked.  Treat it as your character until Possession is removed (at which time character returns to original conspiracy, cranked) or Character is popped.  Cost equals target's AP+DP+Pull.  For this purpose, only Astral effects alter these numbers."
Psi Gun (181)	standard	181	181	Gear 	4@	+4*	+4*	-	R1	"Fringe, Psychic, Weapon"	Power +4.  Bonus vs. Psychic only.  Bonuses of multiple Weapons cannot be applied to the same Character.
Psychic Flux (182)	standard	182	182	Whammy 	-	-	-	-	C1	Psychic	Pop one Psychic Gear or Condition.  Play any time.
Psychic Sensitivity (183)	standard	183	183	Resource 	0	-	-	1*	C3	Psychic	Non-Influence Pull only.  +1 to call Psychic cards.
Psychic Singularity (184)	standard	184	184	Environmental 	4@	-	-	-	R1	Psychic	Any Psychic may crank any time to add +2 to any other Psychic's Power until the end of turn.
Psychic Virus (185)	standard	185	185	Condition 	3@	-	-	-	U1	"Hermetic, Fringe, Psychic"	"The character cannot crank.  If anyone attacks this Character, Character's player may transfer this card to attacker.  During shift phase, Character's player may transfer the virus to an adjacent character."
Psychovore (186)	standard	186	186	Gear 	1@	-	-	-	C1	Astral	Character is Immune: Astral.  NOTE: Text corrected by Errata.
Jack Rack (187)	standard	187	187	Character 	1	3*	2*	-	U1	"Mutant, Giovanni's Cabbie"	+1 vs. Burger.
Radio Laser Satellite (188)	standard	188	188	Condition 	1@	-	-	-	R2	Fringe	"If character is cranked, it is flipped instead after taking its action.  It may not flip voluntarily."
Dinesh Rajpal (189)	standard	189	189	Character 	1	1*	1*	1	C1	"Human, C & I, Government"	+1 vs. Burger.  Crank any time to pop one Burger as it is called.
Jonny Rama (190)	standard	190	190	Character 	2	3	3	-	U1	Glug	"Immune: Astral, Control, and Psychic."
Rampage (191)	standard	191	191	Whammy 	-	-	-	-	R2		"Every Character in the target player's team, including Characters called after Rampage is played, must attack this turn unless cranked.  They may not crank for any other reason but to attack.  Play any time before the player's operations phase.  Target player may attack a single opponent multiple times."
Ransom (192)	standard	192	192	Whammy 	-	-	-	-	C1		Play any time to cancel a Kidnap or Hostage Condition as it is called.  Play on your turn (only) to pop an existing Kidnap or Hostage Condition.
Ravage (193)	standard	193	193	Character 	5	1	1	-	R1	"Human, Compton, Astral"	Crank to pop any cranked Character.
Asha Rayhar (194)	standard	194	194	Character 	1	3	3	-	R2	"Human, Hermetic, Gladstein, Cloak"	(none)
Red Orca (195)	standard	195	195	Resource 	0	-	-	*	R1	Kergillian	4 Pull to call Kergillian cards.  Unique.
Reek Rend (196)	standard	196	196	Character 	2	1	2	-	C1	"Human, Criminal"	Crank to take one Gear from any cranked Character that Rend can attack.  Does not work against Characters who are Immune: Surprise.  Rend then has the Gear.
Angela Reyes (197)	standard	197	197	Character 	0	1	1	-	U1	"Human, Throckmorton, Fringe, Academic"	Flip to call the Throckmorton Device.
Robert Richardson (198)	standard	198	198	Character 	1	2	2	-	U1	"Human, Quisling, Fringe"	Crank to call any Quisling card.  Any player whose Character attacks and pops Richardson (and he's not Saved) gains 1 Influence.
Riots (199)	standard	199	199	Environmental 	5	*	-	-	R2	Criminal	All attackers receive +1 AP.  Discard card whenever player(s) pay Pull of 5 times number of players in game.  Players may crank Pull-generating cards out of turn and combine Pull points for this purpose.
Cherri Robinson (200)	standard	200	200	Character 	0	0	3	-	C1	"Human, Gladstein, Sommerite"	(none)
J. S. Rocket (201)	standard	201	201	Character 	2	6	2	-	C1	"Human, Compton"	(none)
Dr. Fernando Rodriguez (202)	standard	202	202	Character 	1	1	2	-	U1	"Human, Trident"	Flip any time to Save one other Human or Mutant.  The saved Character is Flipped.
Randy Rogers (203)	standard	203	203	Character 	1	0	3	1	U2	"Human, Gladstein, Cloak"	(none)
Aleksandr Rominosky (204)	standard	204	204	Character 	1	2*	3*	-	U1	"Human, Compton, Cloak"	+2 Power if Sir Arthur Compton is in your Conspiracy.
Mars Royale (205)	standard	205	205	Character 	5	1	3	3	R1	"Human, Hermetic, Artist"	(none)
Don Rozo (206)	standard	206	206	Character 	1	1*	2*	-	C1	Glug	"+1 Power if at least one other Glug is in play in the same Conspiuracy.  Immune: Astral, Control, Psychic."
Pietro Ruffo (207)	standard	207	207	Character 	0	1	2	-	C1	"Human, Burger"	(none)
Thor Runestone (208)	standard	208	208	Character 	2	6	4	-	U1	"Human, Aries"	(none)
Sabotage (209)	standard	209	209	Whammy 	-	-	-	-	U1	Cloak	Pop any resource.
SACQ (210)	standard	210	210	Gear 	4@	-	-	-	R1	D'Aubainne	"If used immediately before combat, all combatants are popped, except for Aliens, Androids, Nusbaum, and any character named D'Aubainne.  Any Characters not popped continue combat as normal.  Discard SACQ when used."
Juana Salvador (211)	standard	211	211	Character 	2	2	3	-	U1	"Human, Cheryl, Astral"	Martyr for Cheryl D'Aubainne.  Crank any time to block an Astral Effect.
Seamless Shirt (212)	standard	212	212	Gear 	1@	1	1	-	C1	"Astral, Armour"	Bonuses of multiple Armors cannot be applied to the same character.  +1 Power.
Seklut Poison (213)	standard	213	213	Condition 	1@	1	1	-	U1	Glorious Lord	"Target non-Glorious Lord Human or Mutant gets +1 Power, Non-cumulative."
Self-Actualizer (214)	standard	214	214	Gear 	2@	-	-	-	U2	"Fringe, Psychic"	"Crank Character to pop any one Astral, Fringe, Kergillian, or Psychic Condition from any character it can attack."
Veronica Sellers (215)	standard	215	215	Character 	4	8	6	-	R1	"Android, Gladstein, Fringe, Cloak"	Immune: Control.
Sensitivity (216)	standard	216	216	Condition 	1@	0	1	-	C1	Psychic	"Target Human or Mutant character is Immune: Surprise and Gains Trait ""Psychic""."
Havani Shagasemi (217)	standard	217	217	Character 	3	3	6	1*	R2	Kergillian	+2 Pull to call Kergillian Gear or Conditions.  +1 Pull to call other Kergillian Cards.  Immune: Surprise.
Prem K. Sharma (218)	standard	218	218	Character 	7	4	8	1*	R1	"Pharaoh, Fringe"	"+1 Pull to call Quisling or Pharaoh cards.  Crank to Control and Human or Mutant he could attack.  Cannot be attacked by Humans or Mutants.  Immune: Surprise, Control.  Exclude: Artists.  Any Quisling may Martyr from him."
Shreds (219)	standard	219	219	Character 	3	7	4	-	R1	"Human, Glorious Lord"	"You choose which player to Attack, and that player chooses the target Character (from among legal options).  Immune: Control."
Simon Xin (220)	standard	220	220	Character 	3	5	6	-	R1	"Human, Cheryl"	Martyr for Cheryl D'Aubainne.
Giuseppe Sizo (221)	standard	221	221	Character 	2	2*	3*	-	U1	Glug	"+1 Power if at least one other Glug is in play in the same Conspiuracy.  Immune: Astral, Control, Psychic."
Slag (222)	standard	222	222	Character 	1	2	3	-	C1	"Human, Glorious Lord"	Immune: Surprise.
Burford J. Slystick (223)	standard	223	223	Character 	0	1*	1*	-	U1	"Human, Burger, Artist"	+1  vs. Glorious Lords and Low-Lifes.
Smear Campaign (224)	standard	224	224	Condition 	2	-	-	0	U2	Cloak	Character's Pull = 0.
Eliza Smith (225)	standard	225	225	Character 	2	3*	6	-	R2	"Human, Trident, Fringe, Cloak"	+2 Attack vs. any non-human.
Sneak (226)	standard	226	226	Whammy 	-	-	-	-	C2	Cloak	One character has surprise this turn.
Peer Solgerkvist (227)	standard	227	227	Character 	1	4	3	*	C2	"Human, Aries"	1 Pull to call Aries cards.
Karla Sommers (228)	standard	228	228	Character 	3	1	6	*	R2	"Human, Artist"	+1 Pull for each Sommerite Character in play (up to 6 Pull).  Crank to call any Sommerite.
Linda Sourinen (229)	standard	229	229	Character 	1	1*	3*	1	U1	"Human, C & I, Government"	+1 vs. Burger.
Status Quo (230)	standard	230	230	Whammy 	-	-	-	-	R1		All Environmental cards in play are popped.
Raw Steamer (231)	standard	231	231	Character 	0	0	1	-	C1	"Mutant, Glorious Lord"	Martyr for any Glorious Lord.
Wheeler Stein (232)	standard	232	232	Character 	2	3	3	-	U1	"Human, Dogface"	Crank to Control any Patrol Baboon.  Patrol Baboons ahead of her in her file don't count against the limit of one per player.
Stinger Mark V (233)	standard	233	233	Gear 	2	+2*	+2*	-	U1	Weapon	+2 Power.  Combatants who would be popped by the Character are flipped instead.  Cannot be used with another weapon.
Stun Gas (234)	standard	234	234	Gear 	1@	-	-	-	U2	Kergillian	"Human enemy combatant is flipped, if not popped.  Character is not popped by the combat.  Discard Stun Gas after use."
Stun Ray (235)	standard	235	235	Gear 	3@	+3*	+3*	-	R1	"Kergillian, Weapon"	Power +3.  Bonus vs. Humans only.  Human enemy combatants who are not popped by the combat are flipped.  Bonuses of multiple weapons cannot be applied to the same Character.
Stun Ring (236)	standard	236	236	Gear 	1@	-	-	-	U1	Kergillian	Human enemy combatants that are not popped by the combat are flipped.
Sub-Sonics (237)	standard	237	237	Gear 	1@	0	2	-	U1	Gladstein	+2 DP.
Takeshi Sumanoto (238)	standard	238	238	Character 	6	1	6	3*	R1	Kergillian	+1 Pull to call Kergillian cards.  Immune: Surprise.
Super-Vitamin Diet (239)	standard	239	239	Condition 	1@	1	1	-	U1	"Gladstein, Fringe"	Power +1.  Play on a human onbly. Three Super Vitamin Diets simultaneously on a Character pops it.
Malak Suzier (240)	standard	240	240	Character 	1	1*	1*	1	C2	"Human, Artist, Psychic"	+2 vs. non-humans.
Switch-Flipping (241)	standard	241	241	Condition 	2@	*	*	-	R1	Psychic	"Play on a Human or Mutant only.  Target gains trait ""Psychic"".  Target gets +6 vs. Androids and +3 against Cyborgs.  All Fringe Gear on enemy combatants is popped before the combat is resolved."
"Terminal, The (242)"	standard	242	242	Resource 	0	-	-	*	R1	Terminal	4 Pull to call Terminal cards or 1 Pull to call C&I cards.
Terrors (243)	standard	243	243	Condition 	3@	-	-	-	U1	"Astral, Compton"	Character may not crank or flip (but may be cranked or flipped by card effects).  NOTE: Text corrected by Errata.
Throckmorton Device (244)	standard	244	244	Resource 	4	-	-	1	R1	Throckmorton	"This pull may be used for Influence.  Crank to Control any Throckmorton.  When the Device is in Play, Angela Reyes and Clyde Throckmorton are always Saved (if already cranked when popped, they are flipped).  Unique."
Clyde Throckmorton (245)	standard	245	245	Character 	2	2	4	*	R1	"Human, Throckmorton"	1 Pull when Throckmorton Device is in Play.
Total Taxi (246)	standard	246	246	Whammy 	-	-	-	-	U2		"Target Character may Avoid Combat, and is cranked if it does.  Play any time."
Trade Contacts in the Edge (247)	standard	247	247	Resource 	-	-	-	*	U2		2 Pull to call Gear.
Trident Morale (248)	standard	248	248	Condition 	2@	1	1	-	U2	Trident	Play on a Human only.  Immune: Control & Amok.
Trugga (249)	standard	249	249	Character 	2	0	5	-	R1	"Human, Compton, Psychic"	Crank any time to subtract -3 from the AP of any Psychic.
Tulpa (250)	standard	250	250	Condition 	1	*	*	-	U2	Psychic	"Call this card at the same time you call the card it affects.  Target character can be called regardless of uniqueness.  Target character gains trait ""Tulpa"" and is a Tulpa (a copy of the real character).  If one Tulpa attacks another, both are popped.  Tulpa's Power = 0 when in combat with the character it copies.  If condition is removed, Character is popped and cannot be saved.  A popped Tulpa cannot be saved."
Stefano Turolli (251)	standard	251	251	Character 	5	1	2	3*	R2	"Human, Trident, Artist"	Pull = 0 when Karla Sommers is in play.
Ali Twine (252)	standard	252	252	Character 	1	2	2	-	C1	"Human, Quisling"	Martyr for any Quisling or Pharaoh.
UN Forces (253)	standard	253	253	Resource 	0	-	-	*	R1	Pharaoh	4 Pull to call Quisling or Pharaoh cards.  Unique.
Unanticipated Influence (254)	standard	254	254	Condition 	1	-	-	1	U1	Burger	Play on a Burger only.  +1 Pull.  NOTE: Some cards have Pull oprinted incorrectly.
Underground Trident Headquarters (255)	standard	255	255	Resource 	0	-	-	*	R1	Trident	4 Pull to call Trident cards.  Unique.
Sally Undokku (256)	standard	256	256	Character 	0	1*	1*	-	C1	"Human, Giovanni's Cabbie"	+1 vs. Burger.
Unexpected Difficulties (257)	standard	257	257	Whammy 	-	-	-	-	C1		Pop on Fringe Gear or Condition.  Play any time.
Vibe Valient (258)	standard	258	258	Character 	2	1	3	1	C1	"Human, Quisling, Entrepreneur"	(none)
Dmitri Vatsavos (259)	standard	259	259	Character 	0	0	2	*	C2	"Human, Fringe"	2 Pull to call Fringe Gear.  Exclude: Glorious Lords [corrected by errata].
Andrea Vernon (260)	standard	260	260	Character 	2	3	3	-	C1	"Human, Gladstein, Cloak"	Crank any time to cancel any Cloak Whammy or to pop any Cloak Condition as it is called.
Guglielmo Vigneto (261)	standard	261	261	Character 	4	5	3	-	U2	"Human, Quisling, Cloak"	May bypass one active character.
Ward Against Enemies (262)	standard	262	262	Gear 	2@	0	2	-	U1	Astral	DP +2.
Weegzon (263)	standard	263	263	Character 	2	2	6	-	C1	Alien	"May return to your hand during your shift phase.  If so, all Gear and Conditions on it are popped."
Weird Radiation (264)	standard	264	264	Condition 	2@	+3*	+3*	-	C1	Fringe	Every adjacent (not diagonal) character in the conspiracy suffers -1 power.  Non-cumulative.  +3 Power.
Wheel of Fortune (265)	standard	265	265	Whammy 	-	-	-	-	U1	Fortune	"During your discard phase, you may discard this card and one other from your hand, then draw two cards to replace them."
Holly Winter (266)	standard	266	266	Character 	3	0	4	-	U1	"Human, Hermetic, Astral"	"Crank to pop any cranked target.  You must spend pull equal to DP of the target.  For this purpose, target's DP is not affected by non-Astral effects."
Wiretap (267)	standard	267	267	Whammy 	-	-	-	-	U1	Cloak	View another player's hand.
Zipper (268)	standard	268	268	Character 	0	3	1	-	C2	"Human, Low Life"	(none)
Mary Zule (269)	standard	269	269	Character 	3	1*	3*	1*	R2	"Glug, Entrepreneur"	"+1 Pull to call Glugs.  +1 Power if at least one other Glug in the same Conspiracy.  Immune: Astral, Control, and Psychic."
Resounding Bell (270)	standard	270	270	Character 	3	-	3	-	R1	"Human, Psychic, Constance"	Crank to make one character Immune: Psychic until end of turn.  Martyr for Constance D'Aubainne.  Last Rank.
Janis (Ch 01)	chase	Chase01	Ch01	Character	2@	2*	2*	-	CH	"Nekros, Astral"	"When she is called, assign her either +4 AP or +4 DP."
Signe Lathiere (Ch 02)	chase	Chase02	Ch02	Character	1	3	2	0	CH	"Human, Burger"	Front rank only. Pull = 0.
Grim Linden (Ch 03)	chase	Chase03	Ch03	Character	1	2*	2	-	CH	"Human, Low-Life"	+3 AP vs. Humans
Chris Robinson (Ch 04)	chase	Chase04	Ch04	Character	1	2	3	-	CH	"Human, Cut-Up, Burger, Chaos"	"If today is Monday, Chris cannot use gear."
Sekhem (Ch 24)	chase	Chase24	Ch24	Condition	3@	-	4	-	CH	"Saou, Astral"	"Character gains abilities, ""Last Rank: cannot attack."""
Admiral Salty	wild_kingdom(fan)	Admiral_Salty	1	Character	1	0	2	1	FAN	"Animal, Cloak"	(none)
Albino Sewer Gator	wild_kingdom(fan)	Albino_Sewer_Gator	2	Character	3	6	4	-	FAN	"Animal, Lurker"	Not Unique. May not use Gear.
